County,Year,Deaths,Population,Rate
Wayne,2004,14,113240,12.4
Wayne,2005,12,113603,10.6
Wayne,2006,16,114263,14
Wayne,2007,10,114224,8.8
Wayne,2008,10,114224,8.8
Wayne,2009,16,114588,14
Wayne,2010,10,114520,8.7
Wayne,2011,18,114611,15.7
Wayne,2012,13,114848,11.3
Wayne,2013,16,115071,13.9
Wayne,2014,12,115537,10.4
Wayne,2015,12,116063,10.3
Wayne,2016,11,116470,9.4
Wood,1999,10,121065,8.3
Wood,2000,10,121065,8.3
Wood,2001,12,122013,9.8
Wood,2002,16,122206,13.1
Wood,2003,10,122826,8.1
Wood,2004,18,124149,14.5
Wood,2005,15,124698,12
Wood,2006,14,125027,11.2
Wood,2007,18,125285,14.4
Wood,2008,18,125285,14.4
Wood,2009,12,125384,9.6
Wood,2010,12,125384,9.6
Wood,2011,15,126355,11.9
Wood,2012,12,128200,9.4
Wood,2013,17,129264,13.2
Wood,2014,14,129590,10.8
Wood,2015,17,129730,13.1
Wood,2016,24,130219,18.4
