,State,Year,Deaths,Pop,Percent
53,New Hampshire,2000,33,1235786,2.67037E-05
54,New Hampshire,2001,41,1255517,3.26559E-05
55,New Hampshire,2002,76,1269089,5.98855E-05
56,New Hampshire,2003,97,1279840,7.57907E-05
57,New Hampshire,2004,99,1290121,7.6737E-05
58,New Hampshire,2005,117,1298492,9.01045E-05
59,New Hampshire,2006,121,1308389,9.24801E-05
60,New Hampshire,2007,157,1312540,0.000119615
61,New Hampshire,2008,104,1315906,7.9033E-05
62,New Hampshire,2009,140,1316102,0.000106375
63,New Hampshire,2010,123,1316470,9.34317E-05
64,New Hampshire,2011,154,1318344,0.000116813
65,New Hampshire,2012,151,1321393,0.000114273
66,New Hampshire,2013,175,1322660,0.000132309
67,New Hampshire,2014,301,1327996,0.000226657
68,New Hampshire,2015,385,1330608,0.000289341
69,Rhode Island,2001,16,1057142,1.51351E-05
70,Rhode Island,2003,14,1071342,1.30677E-05
71,Rhode Island,2005,33,1067916,3.09013E-05
72,Rhode Island,2006,135,1063096,0.000126988
73,Rhode Island,2007,124,1057315,0.000117278
74,Rhode Island,2008,172,1055003,0.000163033
75,Rhode Island,2009,147,1053646,0.000139516
76,Rhode Island,2010,161,1052567,0.000152959
77,Rhode Island,2011,193,1051856,0.000183485
78,Rhode Island,2012,202,1052393,0.000191944
79,Rhode Island,2013,226,1052856,0.000214654
80,Rhode Island,2014,251,1054907,0.000237936
81,Rhode Island,2015,307,1056298,0.000290638
82,Vermont,1999,14,604683,2.31526E-05
83,Vermont,2000,26,608827,4.27051E-05
84,Vermont,2001,30,612223,4.90018E-05
85,Vermont,2002,34,615442,5.52448E-05
86,Vermont,2003,51,617858,8.25432E-05
87,Vermont,2004,37,619920,5.96851E-05
88,Vermont,2005,38,621215,6.11704E-05
89,Vermont,2006,59,622892,9.47195E-05
90,Vermont,2007,46,623481,7.37793E-05
91,Vermont,2008,61,624151,9.77328E-05
92,Vermont,2009,45,624817,7.20211E-05
93,Vermont,2010,39,625741,6.23261E-05
94,Vermont,2011,61,626687,9.73373E-05
95,Vermont,2012,51,626398,8.14179E-05
96,Vermont,2013,71,627129,0.000113214
97,Vermont,2014,67,626767,0.000106898
98,Vermont,2015,86,626042,0.000137371
99,New Jersey,1999,453,8359592,5.41892E-05
100,New Jersey,2000,526,8414350,6.25123E-05
101,New Jersey,2001,577,8492671,6.79409E-05
102,New Jersey,2002,703,8552643,8.21968E-05
103,New Jersey,2003,623,8601402,7.24301E-05
104,New Jersey,2004,520,8634561,6.02231E-05
105,New Jersey,2005,728,8651974,8.41426E-05
106,New Jersey,2006,758,8661679,8.75119E-05
107,New Jersey,2007,662,8677885,7.62859E-05
108,New Jersey,2008,706,8711090,8.10461E-05
109,New Jersey,2009,253,8755602,2.88958E-05
110,New Jersey,2010,821,8791894,9.33815E-05
111,New Jersey,2011,971,8842934,0.000109805
112,New Jersey,2012,1146,8874893,0.000129128
113,New Jersey,2013,1252,8907384,0.000140558
114,New Jersey,2014,1192,8938844,0.000133351
115,New Jersey,2015,1405,8958013,0.000156843
116,New York,1999,850,18882725,4.50147E-05
117,New York,2000,674,18976457,3.55177E-05
