State,Year,Deaths,Population,Rate
Tennessee,2003,12824,5847812,219.3
Tennessee,2004,12769,5910809,216
Tennessee,2005,13182,5991057,220
Tennessee,2006,13258,6088766,217.7
Tennessee,2007,13390,6175727,216.8
Tennessee,2008,13417,6247411,214.8
Tennessee,2009,13708,6306019,217.4
Tennessee,2010,13827,6346105,217.9
Tennessee,2011,13790,6403353,215.4
Tennessee,2012,14015,6456243,217.1
Tennessee,2013,14214,6495978,218.8
Tennessee,2014,14445,6549352,220.6
Tennessee,2015,14532,6600299,220.2
Tennessee,2016,14754,6651194,221.8
Texas,1999,33330,20558220,162.1
Texas,2000,33945,20851820,162.8
Texas,2001,34123,21319622,160.1
Texas,2002,34775,21690325,160.3
Texas,2003,34474,22030931,156.5
Texas,2004,34589,22394023,154.5
Texas,2005,34891,22778123,153.2
Texas,2006,35612,23359580,152.5
Texas,2007,35809,23831983,150.3
Texas,2008,36525,24309039,150.3
Texas,2009,36370,24801761,146.6
Texas,2010,37525,25145561,149.2
Texas,2011,38143,25674681,148.6
Texas,2012,38927,26059203,149.4
Texas,2013,39302,26448193,148.6
Texas,2014,39959,26956958,148.2
Texas,2015,40180,27469114,146.3
Texas,2016,41083,27862596,147.4
Utah,1999,2484,2203482,112.7
Utah,2000,2428,2233169,108.7
Utah,2001,2377,2283715,104.1
Utah,2002,2459,2324815,105.8
Utah,2003,2508,2360137,106.3
Utah,2004,2526,2401580,105.2
Utah,2005,2602,2457719,105.9
Utah,2006,2693,2525507,106.6
Utah,2007,2642,2597746,101.7
Utah,2008,2568,2663029,96.4
Utah,2009,2649,2723421,97.3
Utah,2010,2905,2763885,105.1
Utah,2011,2838,2817222,100.7
Utah,2012,2968,2855287,103.9
Utah,2013,3080,2900872,106.2
Utah,2014,3158,2942902,107.3
Utah,2015,3182,2995919,106.2
Utah,2016,3224,3051217,105.7
Vermont,1999,1284,604683,212.3
Vermont,2000,1267,608827,208.1
Vermont,2001,1286,612223,210.1
Vermont,2002,1253,615442,203.6
Vermont,2003,1239,617858,200.5
Vermont,2004,1234,619920,199.1
Vermont,2005,1239,621215,199.4
Vermont,2006,1236,622892,198.4
Vermont,2007,1378,623481,221
Vermont,2008,1311,624151,210
Vermont,2009,1290,624817,206.5
Vermont,2010,1427,625741,228
Vermont,2011,1390,626431,221.9
Vermont,2012,1356,626011,216.6
Vermont,2013,1349,626630,215.3
Vermont,2014,1402,626562,223.8
Vermont,2015,1422,626042,227.1
Vermont,2016,1394,624594,223.2
Virginia,1999,13626,7000174,194.7
Virginia,2000,13816,7078515,195.2
Virginia,2001,13626,7198362,189.3
Virginia,2002,13877,7286873,190.4
Virginia,2003,14074,7366977,191
Virginia,2004,13666,7475575,182.8
Virginia,2005,14193,7577105,187.3
Virginia,2006,14131,7673725,184.1
Virginia,2007,14330,7751000,184.9
Virginia,2008,14296,7833496,182.5
Virginia,2009,14438,7925937,182.2
Virginia,2010,14400,8001024,180
Virginia,2011,14697,8096604,181.5
Virginia,2012,14667,8185867,179.2
Virginia,2013,14801,8260405,179.2
Virginia,2014,15129,8326289,181.7
Virginia,2015,15324,8382993,182.8
Virginia,2016,15385,8411808,182.9
Washington,1999,10850,5842564,185.7
Washington,2000,10850,5894121,184.1
Washington,2001,11016,5985722,184
Washington,2002,11060,6052349,182.7
Washington,2003,11250,6104115,184.3
Washington,2004,11187,6178645,181.1
Washington,2005,11240,6257305,179.6
Washington,2006,11276,6370753,177
Washington,2007,11767,6461587,182.1
Washington,2008,11849,6562231,180.6
Washington,2009,12152,6667426,182.3
Washington,2010,12094,6724540,179.8
Washington,2011,12251,6830038,179.4
Washington,2012,12226,6897012,177.3
Washington,2013,12189,6971406,174.8
Washington,2014,12478,7061530,176.7
Washington,2015,13006,7170351,181.4
Washington,2016,12916,7288000,177.2
West Virginia,1999,4855,1811799,268
West Virginia,2000,4876,1808344,269.6
West Virginia,2001,4809,1801481,266.9
West Virginia,2002,4750,1805414,263.1
West Virginia,2003,4733,1812295,261.2
West Virginia,2004,4810,1816438,264.8
West Virginia,2005,4737,1820492,260.2
West Virginia,2006,4730,1827912,258.8
West Virginia,2007,4832,1834052,263.5
West Virginia,2008,4698,1840310,255.3
West Virginia,2009,4899,1847775,265.1
West Virginia,2010,4786,1852994,258.3
West Virginia,2011,4891,1855364,263.6
West Virginia,2012,4797,1855413,258.5
West Virginia,2013,4807,1854304,259.2
West Virginia,2014,5000,1850326,270.2
West Virginia,2015,4955,1844128,268.7
West Virginia,2016,4776,1831102,260.8
Wisconsin,1999,11047,5332666,207.2
Wisconsin,2000,10930,5363675,203.8
Wisconsin,2001,11095,5406835,205.2
Wisconsin,2002,11113,5445162,204.1
Wisconsin,2003,10926,5479203,199.4
Wisconsin,2004,11183,5514026,202.8
Wisconsin,2005,11252,5546166,202.9
Wisconsin,2006,11244,5577655,201.6
Wisconsin,2007,11271,5610775,200.9
Wisconsin,2008,11496,5640996,203.8
Wisconsin,2009,11163,5669264,196.9
Wisconsin,2010,11625,5686986,204.4
Wisconsin,2011,11918,5711767,208.7
Wisconsin,2012,11597,5726398,202.5
Wisconsin,2013,11780,5742713,205.1
Wisconsin,2014,11748,5757564,204
Wisconsin,2015,11754,5771337,203.7
Wisconsin,2016,11777,5778708,203.8
Wyoming,1999,919,491780,186.9
Wyoming,2000,887,493782,179.6
Wyoming,2001,951,494657,192.3
Wyoming,2002,870,500017,174
Wyoming,2003,961,503453,190.9
Wyoming,2004,899,509106,176.6
Wyoming,2005,908,514157,176.6
Wyoming,2006,951,522667,182
Wyoming,2007,966,534876,180.6
Wyoming,2008,899,546043,164.6
Wyoming,2009,951,559851,169.9
Wyoming,2010,1048,563626,185.9
Wyoming,2011,967,568158,170.2
Wyoming,2012,970,576412,168.3
Wyoming,2013,984,582658,168.9
Wyoming,2014,954,584153,163.3
Wyoming,2015,963,586107,164.3
Wyoming,2016,980,585501,167.4
