"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms"	"C21.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"1999"	"1999"	14	1340664	Unreliable
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2000"	"2000"	18	1354453	Unreliable
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2001"	"2001"	24	1380173	1.7
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2002"	"2002"	22	1395998	1.6
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2003"	"2003"	25	1413845	1.8
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2004"	"2004"	28	1429263	2.0
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2005"	"2005"	31	1446349	2.1
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2006"	"2006"	19	1467187	Unreliable
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2007"	"2007"	31	1486929	2.1
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2008"	"2008"	39	1507240	2.6
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2009"	"2009"	33	1526853	2.2
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2010"	"2010"	34	1539482	2.2
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2011"	"2011"	30	1560196	1.9
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2012"	"2012"	50	1580471	3.2
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2013"	"2013"	39	1602413	2.4
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2014"	"2014"	47	1627763	2.9
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2015"	"2015"	54	1653141	3.3
	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	"2016"	"2016"	65	1671143	3.9
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"1999"	"1999"	10	1340664	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2000"	"2000"	17	1354453	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2001"	"2001"	12	1380173	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2002"	"2002"	15	1395998	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2003"	"2003"	23	1413845	1.6
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2004"	"2004"	14	1429263	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2005"	"2005"	15	1446349	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2006"	"2006"	24	1467187	1.6
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2007"	"2007"	12	1486929	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2008"	"2008"	16	1507240	Unreliable
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2009"	"2009"	20	1526853	1.3
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2010"	"2010"	27	1539482	1.8
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2011"	"2011"	25	1560196	1.6
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2012"	"2012"	22	1580471	1.4
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2013"	"2013"	23	1602413	1.4
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2014"	"2014"	21	1627763	1.3
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2015"	"2015"	34	1653141	2.1
	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	"2016"	"2016"	36	1671143	2.2
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Angiosarcoma of liver - Malignant neoplasms"	"C22.3"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other sarcomas of liver - Malignant neoplasms"	"C22.4"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Other specified carcinomas of liver - Malignant neoplasms"	"C22.7"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"1999"	"1999"	16	1340664	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2000"	"2000"	20	1354453	1.5
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2001"	"2001"	17	1380173	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2002"	"2002"	15	1395998	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2003"	"2003"	13	1413845	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2004"	"2004"	20	1429263	1.4
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2005"	"2005"	14	1446349	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2006"	"2006"	19	1467187	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2007"	"2007"	26	1486929	1.7
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2008"	"2008"	16	1507240	Unreliable
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2009"	"2009"	22	1526853	1.4
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2010"	"2010"	27	1539482	1.8
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2011"	"2011"	28	1560196	1.8
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2012"	"2012"	21	1580471	1.3
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2013"	"2013"	34	1602413	2.1
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2014"	"2014"	24	1627763	1.5
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2015"	"2015"	26	1653141	1.6
	"Liver, unspecified - Malignant neoplasms"	"C22.9"	"2016"	"2016"	26	1671143	1.6
	"Malignant neoplasm of gallbladder"	"C23"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2000"	"2000"	10	1354453	Unreliable
	"Malignant neoplasm of gallbladder"	"C23"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2002"	"2002"	12	1395998	Unreliable
	"Malignant neoplasm of gallbladder"	"C23"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2006"	"2006"	12	1467187	Unreliable
	"Malignant neoplasm of gallbladder"	"C23"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2011"	"2011"	14	1560196	Unreliable
	"Malignant neoplasm of gallbladder"	"C23"	"2012"	"2012"	13	1580471	Unreliable
	"Malignant neoplasm of gallbladder"	"C23"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Malignant neoplasm of gallbladder"	"C23"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
