State,Year,Deaths,Population,Rate
Utah,2003,4223,2360137,178.9
Utah,2004,4037,2401580,168.1
Utah,2005,3956,2457719,161
Utah,2006,3916,2525507,155.1
Utah,2007,4061,2597746,156.3
Utah,2008,3857,2663029,144.8
Utah,2009,3855,2723421,141.5
Utah,2010,3912,2763885,141.5
Utah,2011,4095,2816440,145.4
Utah,2012,4212,2856343,147.5
Utah,2013,4462,2903685,153.7
Utah,2014,4577,2944498,155.4
Utah,2015,4784,2995919,159.7
Vermont,1999,1811,604683,299.5
Vermont,2000,1923,608827,315.9
Vermont,2001,1886,612223,308.1
Vermont,2002,1846,615442,299.9
Vermont,2003,1761,617858,285
Vermont,2004,1711,619920,276
Vermont,2005,1632,621215,262.7
Vermont,2006,1617,622892,259.6
Vermont,2007,1566,623481,251.2
Vermont,2008,1596,624151,255.7
Vermont,2009,1496,624817,239.4
Vermont,2010,1556,625741,248.7
Vermont,2011,1531,626687,244.3
Vermont,2012,1606,626398,256.4
Vermont,2013,1611,627129,256.9
Vermont,2014,1695,626767,270.4
Vermont,2015,1739,626042,277.8
Virginia,1999,20752,7000174,296.4
Virginia,2000,20719,7078515,292.7
Virginia,2001,20334,7198362,282.5
Virginia,2002,20343,7286873,279.2
Virginia,2003,20202,7366977,274.2
Virginia,2004,19509,7475575,261
Virginia,2005,19267,7577105,254.3
Virginia,2006,18822,7673725,245.3
Virginia,2007,18319,7751000,236.3
Virginia,2008,18235,7833496,232.8
Virginia,2009,17857,7925937,225.3
Virginia,2010,17949,8001024,224.3
Virginia,2011,17900,8110783,220.7
Virginia,2012,18074,8193374,220.6
Virginia,2013,18233,8267875,220.5
Virginia,2014,18464,8328098,221.7
Virginia,2015,18769,8382993,223.9
Washington,1999,16432,5842564,281.2
Washington,2000,16311,5894121,276.7
Washington,2001,16272,5985722,271.8
Washington,2002,16146,6052349,266.8
Washington,2003,16091,6104115,263.6
Washington,2004,15184,6178645,245.7
Washington,2005,15273,6257305,244.1
Washington,2006,14540,6370753,228.2
Washington,2007,15015,6461587,232.4
Washington,2008,14889,6562231,226.9
Washington,2009,14316,6667426,214.7
Washington,2010,14300,6724540,212.7
Washington,2011,14214,6823229,208.3
Washington,2012,14027,6897292,203.4
Washington,2013,14408,6973281,206.6
Washington,2014,14602,7063166,206.7
Washington,2015,15007,7170351,209.3
West Virginia,1999,8667,1811799,478.4
West Virginia,2000,8350,1808344,461.7
West Virginia,2001,8176,1801481,453.8
West Virginia,2002,8044,1805414,445.5
West Virginia,2003,8073,1812295,445.5
West Virginia,2004,7454,1816438,410.4
West Virginia,2005,7300,1820492,401
West Virginia,2006,6933,1827912,379.3
West Virginia,2007,6849,1834052,373.4
West Virginia,2008,6903,1840310,375.1
West Virginia,2009,6639,1847775,359.3
West Virginia,2010,6538,1852994,352.8
West Virginia,2011,6459,1854948,348.2
West Virginia,2012,6594,1856283,355.2
West Virginia,2013,6226,1852985,336
West Virginia,2014,6297,1848751,340.6
West Virginia,2015,6412,1844128,347.7
Wisconsin,1999,18865,5332666,353.8
Wisconsin,2000,18489,5363675,344.7
Wisconsin,2001,17883,5406835,330.7
Wisconsin,2002,17704,5445162,325.1
Wisconsin,2003,16956,5479203,309.5
Wisconsin,2004,16206,5514026,293.9
Wisconsin,2005,16048,5546166,289.4
Wisconsin,2006,15371,5577655,275.6
Wisconsin,2007,14960,5610775,266.6
Wisconsin,2008,14991,5640996,265.8
Wisconsin,2009,14379,5669264,253.6
Wisconsin,2010,14769,5686986,259.7
Wisconsin,2011,14896,5709720,260.9
Wisconsin,2012,14880,5726422,259.8
Wisconsin,2013,14999,5743653,261.1
Wisconsin,2014,14887,5759432,258.5
Wisconsin,2015,15275,5771337,264.7
Wyoming,1999,1373,491780,279.2
Wyoming,2000,1351,493782,273.6
Wyoming,2001,1323,494657,267.5
Wyoming,2002,1337,500017,267.4
Wyoming,2003,1319,503453,262
Wyoming,2004,1269,509106,249.3
Wyoming,2005,1260,514157,245.1
Wyoming,2006,1307,522667,250.1
Wyoming,2007,1276,534876,238.6
Wyoming,2008,1237,546043,226.5
Wyoming,2009,1266,559851,226.1
Wyoming,2010,1232,563626,218.6
Wyoming,2011,1213,567768,213.6
Wyoming,2012,1296,577080,224.6
Wyoming,2013,1241,583131,212.8
Wyoming,2014,1308,584304,223.9
Wyoming,2015,1331,586107,227.1
