County,Year,Deaths,Population,Rate
Paulding,2006,65,19748,329.1
Paulding,2007,70,19735,354.7
Paulding,2008,70,19670,355.9
Paulding,2009,52,19659,264.5
Paulding,2010,49,19614,249.8
Paulding,2011,60,19400,309.3
Paulding,2012,68,19278,352.7
Paulding,2013,57,19176,297.2
Paulding,2014,51,18996,268.5
Paulding,2015,63,18976,332
Perry,1999,131,33960,385.7
Perry,2000,129,34078,378.5
Perry,2001,97,34375,282.2
Perry,2002,116,34629,335
Perry,2003,121,34944,346.3
Perry,2004,103,35117,293.3
Perry,2005,145,35254,411.3
Perry,2006,95,35430,268.1
Perry,2007,70,35582,196.7
Perry,2008,91,36150,251.7
Perry,2009,108,35996,300
Perry,2010,103,36058,285.7
Perry,2011,115,36233,317.4
Perry,2012,119,36009,330.5
Perry,2013,123,35987,341.8
Perry,2014,110,35910,306.3
Perry,2015,116,35985,322.4
Pickaway,1999,174,52492,331.5
Pickaway,2000,166,52727,314.8
Pickaway,2001,161,52344,307.6
Pickaway,2002,173,51778,334.1
Pickaway,2003,151,51983,290.5
Pickaway,2004,137,52238,262.3
Pickaway,2005,162,52954,305.9
Pickaway,2006,175,54094,323.5
Pickaway,2007,165,55044,299.8
Pickaway,2008,146,55376,263.7
Pickaway,2009,134,55323,242.2
Pickaway,2010,151,55698,271.1
Pickaway,2011,160,55997,285.7
Pickaway,2012,154,56361,273.2
Pickaway,2013,157,56435,278.2
Pickaway,2014,158,56782,278.3
Pickaway,2015,172,56998,301.8
Pike,1999,112,27521,407
Pike,2000,116,27695,418.8
Pike,2001,107,27807,384.8
Pike,2002,112,28072,399
Pike,2003,103,28258,364.5
Pike,2004,113,28427,397.5
Pike,2005,94,28299,332.2
Pike,2006,86,28590,300.8
Pike,2007,89,28645,310.7
Pike,2008,94,28763,326.8
Pike,2009,81,28679,282.4
Pike,2010,84,28709,292.6
Pike,2011,94,28628,328.3
Pike,2012,93,28490,326.4
Pike,2013,93,28368,327.8
Pike,2014,83,28276,293.5
Pike,2015,99,28217,350.9
Portage,1999,384,151388,253.7
Portage,2000,381,152061,250.6
Portage,2001,411,153554,267.7
Portage,2002,402,154667,259.9
Portage,2003,469,155976,300.7
Portage,2004,454,156774,289.6
Portage,2005,424,157469,269.3
Portage,2006,399,157773,252.9
Portage,2007,398,159148,250.1
Portage,2008,411,160184,256.6
Portage,2009,390,161226,241.9
Portage,2010,404,161419,250.3
Portage,2011,417,161899,257.6
Portage,2012,424,161482,262.6
Portage,2013,449,161593,277.9
Portage,2014,461,162235,284.2
Portage,2015,493,162275,303.8
Preble,1999,148,42389,349.1
Preble,2000,182,42337,429.9
Preble,2001,156,42427,367.7
Preble,2002,164,42587,385.1
Preble,2003,146,42640,342.4
Preble,2004,147,42613,345
Preble,2005,151,42584,354.6
Preble,2006,139,42651,325.9
Preble,2007,120,42561,281.9
Preble,2008,147,42688,344.4
Preble,2009,126,42424,297
Preble,2010,177,42270,418.7
Preble,2011,166,42007,395.2
Preble,2012,173,41856,413.3
Preble,2013,151,41697,362.1
Preble,2014,163,41521,392.6
Preble,2015,173,41329,418.6
Putnam,1999,110,34654,317.4
Putnam,2000,112,34726,322.5
Putnam,2001,120,34746,345.4
Putnam,2002,124,34643,357.9
Putnam,2003,118,34758,339.5
Putnam,2004,105,34680,302.8
Putnam,2005,92,34798,264.4
Putnam,2006,95,34781,273.1
Putnam,2007,96,34752,276.2
Putnam,2008,92,34655,265.5
Putnam,2009,98,34583,283.4
Putnam,2010,100,34499,289.9
Putnam,2011,87,34392,253
Putnam,2012,96,34188,280.8
Putnam,2013,94,34090,275.7
Putnam,2014,89,34206,260.2
Putnam,2015,76,34042,223.3
Richland,1999,548,129233,424
Richland,2000,508,128852,394.3
Richland,2001,482,128187,376
Richland,2002,472,128363,367.7
Richland,2003,424,128312,330.4
Richland,2004,459,128094,358.3
Richland,2005,459,127724,359.4
Richland,2006,431,127292,338.6
Richland,2007,415,126995,326.8
Richland,2008,402,126128,318.7
Richland,2009,365,125308,291.3
Richland,2010,419,124475,336.6
Richland,2011,430,123076,349.4
Richland,2012,430,122600,350.7
Richland,2013,431,122263,352.5
Richland,2014,447,121914,366.7
Richland,2015,422,121707,346.7
Ross,1999,257,73287,350.7
Ross,2000,259,73345,353.1
Ross,2001,235,73840,318.3
Ross,2002,277,74363,372.5
Ross,2003,282,75008,376
Ross,2004,264,75251,350.8
Ross,2005,250,75935,329.2
Ross,2006,251,76639,327.5
Ross,2007,205,77419,264.8
Ross,2008,235,77675,302.5
Ross,2009,218,77862,280
Ross,2010,251,78064,321.5
Ross,2011,251,77605,323.4
Ross,2012,256,77453,330.5
Ross,2013,240,77325,310.4
Ross,2014,234,77115,303.4
Ross,2015,227,77170,294.2
Sandusky,1999,255,61777,412.8
Sandusky,2000,202,61792,326.9
Sandusky,2001,191,61788,309.1
Sandusky,2002,197,61918,318.2
Sandusky,2003,225,61784,364.2
Sandusky,2004,226,61930,364.9
Sandusky,2005,240,61865,387.9
Sandusky,2006,195,61745,315.8
Sandusky,2007,217,61571,352.4
Sandusky,2008,216,61184,353
Sandusky,2009,190,61039,311.3
Sandusky,2010,187,60944,306.8
Sandusky,2011,184,60605,303.6
Sandusky,2012,166,60519,274.3
Sandusky,2013,207,60127,344.3
Sandusky,2014,183,60004,305
Sandusky,2015,188,59679,315
Scioto,1999,417,79640,523.6
Scioto,2000,407,79195,513.9
Scioto,2001,398,78784,505.2
Scioto,2002,420,78652,534
Scioto,2003,351,78278,448.4
Scioto,2004,341,77788,438.4
Scioto,2005,327,77926,419.6
Scioto,2006,348,78285,444.5
Scioto,2007,313,78775,397.3
Scioto,2008,404,79133,510.5
Scioto,2009,326,79241,411.4
Scioto,2010,315,79499,396.2
Scioto,2011,309,79233,390
Scioto,2012,331,78605,421.1
Scioto,2013,330,78094,422.6
Scioto,2014,358,77326,463
Scioto,2015,336,76825,437.4
Seneca,1999,230,58957,390.1
Seneca,2000,277,58683,472
Seneca,2001,253,58376,433.4
Seneca,2002,205,58090,352.9
Seneca,2003,236,58006,406.9
Seneca,2004,232,57857,401
Seneca,2005,230,57664,398.9
Seneca,2006,218,57406,379.8
Seneca,2007,205,57289,357.8
Seneca,2008,214,57199,374.1
Seneca,2009,219,56897,384.9
Seneca,2010,189,56745,333.1
Seneca,2011,210,56432,372.1
Seneca,2012,229,56037,408.7
Seneca,2013,218,55814,390.6
Seneca,2014,173,55751,310.3
Seneca,2015,205,55610,368.6
Shelby,1999,187,47750,391.6
Shelby,2000,208,47910,434.1
Shelby,2001,191,48662,392.5
Shelby,2002,201,48671,413
Shelby,2003,172,48766,352.7
Shelby,2004,149,48791,305.4
Shelby,2005,152,49044,309.9
Shelby,2006,150,49099,305.5
Shelby,2007,158,49284,320.6
Shelby,2008,137,49454,277
Shelby,2009,123,49540,248.3
Shelby,2010,125,49423,252.9
Shelby,2011,150,49244,304.6
Shelby,2012,147,49125,299.2
Shelby,2013,165,49121,335.9
Shelby,2014,140,48942,286.1
Shelby,2015,147,48901,300.6
Stark,1999,1529,378220,404.3
Stark,2000,1538,378098,406.8
Stark,2001,1545,377295,409.5
Stark,2002,1466,376867,389
Stark,2003,1518,376721,403
Stark,2004,1358,376663,360.5
Stark,2005,1372,376050,364.8
Stark,2006,1361,376180,361.8
Stark,2007,1281,376877,339.9
Stark,2008,1309,377141,347.1
Stark,2009,1095,376210,291.1
Stark,2010,1223,375586,325.6
Stark,2011,1280,374292,342
Stark,2012,1262,374807,336.7
Stark,2013,1185,374992,316
Stark,2014,1152,375638,306.7
Stark,2015,1255,375165,334.5
Summit,1999,2113,541737,390
Summit,2000,2017,542899,371.5
Summit,2001,2012,544554,369.5
Summit,2002,2008,544866,368.5
Summit,2003,2000,545163,366.9
Summit,2004,1900,545037,348.6
Summit,2005,1824,545029,334.7
Summit,2006,1678,544660,308.1
Summit,2007,1667,544275,306.3
Summit,2008,1736,543116,319.6
Summit,2009,1675,542135,309
Summit,2010,1653,541781,305.1
Summit,2011,1617,541281,298.7
Summit,2012,1637,541192,302.5
Summit,2013,1704,542195,314.3
Summit,2014,1713,542600,315.7
Summit,2015,1757,541968,324.2
Trumbull,1999,981,226084,433.9
Trumbull,2000,956,225116,424.7
Trumbull,2001,976,223991,435.7
Trumbull,2002,980,222484,440.5
Trumbull,2003,939,220889,425.1
Trumbull,2004,964,219540,439.1
Trumbull,2005,917,217926,420.8
Trumbull,2006,924,216185,427.4
Trumbull,2007,900,214296,420
Trumbull,2008,894,212191,421.3
Trumbull,2009,812,211290,384.3
Trumbull,2010,811,210312,385.6
Trumbull,2011,876,208952,419.2
Trumbull,2012,857,207399,413.2
Trumbull,2013,828,206508,401
Trumbull,2014,896,205255,436.5
Trumbull,2015,854,203751,419.1
Tuscarawas,1999,409,90501,451.9
Tuscarawas,2000,387,90914,425.7
Tuscarawas,2001,388,91319,424.9
Tuscarawas,2002,386,91735,420.8
Tuscarawas,2003,355,92015,385.8
Tuscarawas,2004,336,92348,363.8
Tuscarawas,2005,389,92286,421.5
Tuscarawas,2006,345,92271,373.9
Tuscarawas,2007,345,92511,372.9
Tuscarawas,2008,332,92634,358.4
Tuscarawas,2009,334,92584,360.8
Tuscarawas,2010,325,92582,351
Tuscarawas,2011,358,92518,387
Tuscarawas,2012,314,92501,339.5
Tuscarawas,2013,351,92778,378.3
Tuscarawas,2014,363,92774,391.3
Tuscarawas,2015,344,92916,370.2
Union,1999,97,40154,241.6
Union,2000,100,40909,244.4
Union,2001,100,42859,233.3
Union,2002,93,43517,213.7
Union,2003,112,44665,250.8
Union,2004,99,45819,216.1
Union,2005,98,46952,208.7
Union,2006,96,48589,197.6
Union,2007,82,49906,164.3
Union,2008,103,50856,202.5
Union,2009,82,51798,158.3
Union,2010,74,52300,141.5
Union,2011,89,53116,167.6
Union,2012,90,52832,170.4
Union,2013,102,53410,191
Union,2014,100,53713,186.2
Union,2015,137,54277,252.4
Van Wert,1999,127,29825,425.8
Van Wert,2000,112,29659,377.6
Van Wert,2001,108,29430,367
Van Wert,2002,139,29327,474
Van Wert,2003,132,29288,450.7
Van Wert,2004,122,29322,416.1
Van Wert,2005,124,29264,423.7
Van Wert,2006,113,29342,385.1
Van Wert,2007,109,29182,373.5
Van Wert,2008,108,29075,371.5
Van Wert,2009,111,28849,384.8
Van Wert,2010,91,28744,316.6
Van Wert,2011,90,28694,313.7
Van Wert,2012,108,28718,376.1
Van Wert,2013,97,28465,340.8
Van Wert,2014,80,28442,281.3
Van Wert,2015,92,28562,322.1
Vinton,1999,52,12735,408.3
Vinton,2000,48,12806,374.8
Vinton,2001,40,12966,308.5
Vinton,2002,45,13076,344.1
Vinton,2003,42,13260,316.7
Vinton,2004,44,13308,330.6
Vinton,2005,39,13370,291.7
Vinton,2006,43,13516,318.1
Vinton,2007,41,13566,302.2
Vinton,2008,39,13452,289.9
Vinton,2009,41,13474,304.3
Vinton,2010,43,13435,320.1
Vinton,2011,37,13401,276.1
Vinton,2012,48,13235,362.7
Vinton,2013,46,13288,346.2
Vinton,2014,51,13197,386.5
Vinton,2015,44,13048,337.2
Warren,1999,399,152448,261.7
Warren,2000,395,158383,249.4
Warren,2001,431,167851,256.8
Warren,2002,410,174833,234.5
Warren,2003,419,181976,230.3
Warren,2004,405,188904,214.4
Warren,2005,407,195499,208.2
Warren,2006,390,200630,194.4
Warren,2007,366,205258,178.3
Warren,2008,384,208640,184
Warren,2009,428,211231,202.6
Warren,2010,395,212693,185.7
Warren,2011,436,215804,202
Warren,2012,442,217749,203
Warren,2013,442,219743,201.1
Warren,2014,473,221816,213.2
Warren,2015,392,224469,174.6
Washington,1999,258,63479,406.4
Washington,2000,255,63251,403.2
Washington,2001,249,62847,396.2
Washington,2002,258,62638,411.9
Washington,2003,252,62759,401.5
Washington,2004,198,62924,314.7
Washington,2005,213,62547,340.5
Washington,2006,214,62387,343
Washington,2007,194,62253,311.6
Washington,2008,207,62040,333.7
Washington,2009,202,61968,326
Washington,2010,180,61778,291.4
Washington,2011,216,61560,350.9
Washington,2012,220,61509,357.7
Washington,2013,208,61403,338.7
Washington,2014,206,61172,336.8
Washington,2015,226,61112,369.8
Wayne,1999,409,111191,367.8
Wayne,2000,380,111564,340.6
Wayne,2001,338,112161,301.4
Wayne,2002,334,112684,296.4
Wayne,2003,370,113067,327.2
Wayne,2004,352,113240,310.8
Wayne,2005,373,113603,328.3
Wayne,2006,315,114263,275.7
Wayne,2007,293,114224,256.5
Wayne,2008,344,114610,300.1
Wayne,2009,312,114588,272.3
Wayne,2010,348,114520,303.9
Wayne,2011,298,114667,259.9
Wayne,2012,332,115063,288.5
Wayne,2013,329,115319,285.3
Wayne,2014,341,115742,294.6
Wayne,2015,324,116063,279.2
Williams,1999,144,39106,368.2
Williams,2000,145,39188,370
Williams,2001,130,39085,332.6
Williams,2002,127,38959,326
Williams,2003,145,38753,374.2
Williams,2004,121,38719,312.5
Williams,2005,134,38546,347.6
Williams,2006,111,38547,288
Williams,2007,115,38532,298.5
Williams,2008,126,38297,329
Williams,2009,111,37950,292.5
Williams,2010,102,37642,271
Williams,2011,99,37586,263.4
Williams,2012,116,37547,308.9
Williams,2013,115,37453,307.1
Williams,2014,114,37222,306.3
Williams,2015,124,37120,334.1
Wood,1999,417,120869,345
Wood,2000,407,121065,336.2
Wood,2001,412,122013,337.7
Wood,2002,382,122206,312.6
Wood,2003,346,122826,281.7
Wood,2004,335,124149,269.8
Wood,2005,363,124698,291.1
Wood,2006,408,125027,326.3
Wood,2007,351,125285,280.2
Wood,2008,336,125275,268.2
Wood,2009,357,125384,284.7
Wood,2010,355,125488,282.9
Wood,2011,356,127279,279.7
Wood,2012,342,128642,265.9
Wood,2013,386,129197,298.8
Wood,2014,396,129575,305.6
Wood,2015,377,129730,290.6
Wyandot,1999,108,22897,471.7
Wyandot,2000,96,22908,419.1
Wyandot,2001,106,22787,465.2
Wyandot,2002,111,22813,486.6
Wyandot,2003,97,22816,425.1
Wyandot,2004,104,22914,453.9
Wyandot,2005,92,22820,403.2
Wyandot,2006,98,22729,431.2
Wyandot,2007,85,22716,374.2
Wyandot,2008,77,22642,340.1
Wyandot,2009,79,22644,348.9
Wyandot,2010,75,22615,331.6
Wyandot,2011,62,22659,273.6
Wyandot,2012,70,22598,309.8
Wyandot,2013,92,22508,408.7
Wyandot,2014,82,22327,367.3
Wyandot,2015,94,22243,422.6
