County,2009,2009_degree
Lawrence,39.7,3
Allen,36.8,3
Jefferson,36.5,3
Columbiana,35.8,3
Morgan,35.6,3
Van Wert,34.9,3
Auglaize,34.7,3
Hocking,34.5,3
Ross,34.5,3
Union,34.4,3
Brown,34.2,3
Crawford,34.2,3
Jackson,34.1,3
Monroe,34,3
Champaign,33.9,3
Tuscarawas,33.9,3
Ottawa,33.7,3
Scioto,33.7,3
Perry,33.6,3
Pickaway,33.6,3
Henry,33.4,3
Washington,33.4,3
Noble,33.1,3
Logan,33,3
Gallia,32.7,3
Wyandot,32.7,3
Pike,32.5,3
Licking,32.3,3
Highland,32.2,3
Clark,32.1,3
Harrison,32.1,3
Huron,32.1,3
Lorain,32.1,3
Sandusky,32.1,3
Stark,32.1,3
Athens,32,3
Wayne,32,3
Darke,31.8,3
Marion,31.8,3
Butler,31.6,3
Lucas,31.6,3
Meigs,31.6,3
Coshocton,31.5,3
Madison,31.4,3
Vinton,31.3,3
Adams,31.2,3
Putnam,31.2,3
Fairfield,31.1,3
Hardin,31.1,3
Montgomery,31.1,3
Ashtabula,31,3
Belmont,30.9,3
Franklin,30.9,3
Fulton,30.7,3
Holmes,30.7,3
Williams,30.7,3
Carroll,30.6,3
Guernsey,30.5,3
Preble,30.5,3
Ashland,30.4,3
Miami,30.4,3
Paulding,30.4,3
Morrow,30.3,3
Seneca,30.3,3
Shelby,30.3,3
Fayette,30.2,3
Hancock,30,3
Clermont,29.9,3
Greene,29.9,3
Wood,29.9,3
Portage,29.7,3
Richland,29.7,3
Trumbull,29.7,3
Mahoning,29.3,3
Clinton,29.1,3
Defiance,29.1,3
Erie,29.1,3
Summit,29,2
Lake,28.9,2
Muskingum,28.9,2
Knox,28.3,2
Cuyahoga,28.1,2
Mercer,27.9,2
Medina,27.7,2
Hamilton,27.1,2
Warren,26.7,2
Delaware,25.9,1
Geauga,24.4,1
