County,2013,2013_degree
Lawrence,38.8,3
Van Wert,37.9,3
Hocking,37.5,3
Jackson,37.4,3
Champaign,37,3
Scioto,37,3
Morrow,36.9,3
Monroe,36.8,3
Fulton,36.7,3
Morgan,36.7,3
Jefferson,36.6,3
Guernsey,36.4,3
Perry,36.3,3
Williams,35.9,3
Marion,35.8,3
Pike,35.8,3
Wyandot,35.8,3
Allen,35.4,3
Erie,35.4,3
Hardin,35.2,3
Putnam,35.2,3
Seneca,35.1,3
Tuscarawas,35,3
Washington,34.8,3
Auglaize,34.7,3
Carroll,34.7,3
Clinton,34.3,3
Coshocton,34.3,3
Logan,34.3,3
Meigs,34.3,3
Lucas,34.2,3
Union,34.2,3
Miami,34.1,3
Pickaway,34,3
Brown,33.7,3
Ross,33.7,3
Vinton,33.6,3
Ashtabula,33.5,3
Belmont,33.5,3
Noble,33.5,3
Sandusky,33.5,3
Fayette,33.4,3
Huron,33.3,3
Montgomery,33.3,3
Columbiana,33,3
Defiance,32.9,3
Butler,32.8,3
Richland,32.8,3
Fairfield,32.6,3
Trumbull,32.6,3
Darke,32.3,3
Gallia,32.3,3
Highland,32.1,3
Crawford,32,3
Shelby,31.8,3
Clark,31.5,3
Hancock,31.4,3
Licking,31.4,3
Greene,31.3,3
Mahoning,31.3,3
Holmes,31.2,3
Muskingum,31.2,3
Adams,31.1,3
Wood,30.9,3
Summit,30.8,3
Stark,30.7,3
Ottawa,30.6,3
Clermont,30.3,3
Harrison,30.3,3
Wayne,30.3,3
Cuyahoga,30,3
Paulding,29.9,3
Warren,29.9,3
Franklin,29.7,3
Madison,29.6,3
Preble,29.3,3
Hamilton,29.2,3
Henry,29.2,3
Lorain,29.2,3
Medina,29.1,3
Portage,29,2
Athens,28.3,2
Delaware,28.1,2
Ashland,27.9,2
Mercer,27.9,2
Knox,27.6,2
Geauga,27,2
Lake,26.7,2
