County,2006,2006_degree
Scioto,30.1,3
Hancock,29.9,3
Lawrence,29.9,3
Fairfield,29.7,3
Butler,29.6,3
Huron,29.6,3
Columbiana,29.5,3
Allen,29.4,3
Montgomery,29.4,3
Lucas,29.3,3
Clark,29.2,3
Richland,29,2
Coshocton,28.8,2
Erie,28.8,2
Jefferson,28.8,2
Marion,28.8,2
Sandusky,28.8,2
Noble,28.7,2
Hocking,28.6,2
Stark,28.6,2
Athens,28.5,2
Carroll,28.5,2
Jackson,28.5,2
Ross,28.5,2
Summit,28.5,2
Union,28.5,2
Vinton,28.5,2
Monroe,28.4,2
Belmont,28.2,2
Guernsey,28.2,2
Mahoning,28.2,2
Morrow,28.2,2
Muskingum,28.2,2
Pickaway,28.2,2
Adams,28.1,2
Clinton,28.1,2
Morgan,28.1,2
Geauga,28,2
Harrison,28,2
Henry,28,2
Licking,28,2
Logan,28,2
Mercer,28,2
Perry,28,2
Washington,28,2
Meigs,27.9,2
Van Wert,27.9,2
Fayette,27.8,2
Fulton,27.8,2
Hardin,27.8,2
Lorain,27.8,2
Paulding,27.8,2
Tuscarawas,27.8,2
Wayne,27.8,2
Gallia,27.7,2
Wyandot,27.7,2
Clermont,27.6,2
Crawford,27.6,2
Knox,27.6,2
Auglaize,27.5,2
Ottawa,27.5,2
Putnam,27.5,2
Trumbull,27.5,2
Wood,27.5,2
Cuyahoga,27.4,2
Darke,27.4,2
Defiance,27.4,2
Shelby,27.4,2
Highland,27.3,2
Pike,27.3,2
Ashtabula,27.2,2
Champaign,27.2,2
Madison,27.2,2
Portage,27.2,2
Williams,27.2,2
Ashland,27,2
Brown,27,2
Medina,27,2
Miami,27,2
Preble,27,2
Seneca,26.9,2
Franklin,26.7,2
Lake,26.7,2
Delaware,26.6,2
Greene,26.6,2
Hamilton,26.3,2
Holmes,26.3,2
Warren,25.9,1
