County,2008,2008_degree
Lawrence,34.5,3
Columbiana,32.6,3
Allen,32.5,3
Jefferson,32.2,3
Ross,32,3
Union,31.7,3
Huron,31.4,3
Hocking,31.3,3
Monroe,31.3,3
Scioto,31.3,3
Jackson,31.1,3
Morgan,31.1,3
Putnam,31.1,3
Lorain,31,3
Lucas,31,3
Athens,30.9,3
Franklin,30.9,3
Pickaway,30.9,3
Stark,30.8,3
Brown,30.7,3
Fairfield,30.7,3
Vinton,30.6,3
Ashtabula,30.5,3
Auglaize,30.5,3
Butler,30.5,3
Coshocton,30.5,3
Crawford,30.5,3
Van Wert,30.5,3
Washington,30.5,3
Clark,30.4,3
Logan,30.4,3
Noble,30.4,3
Perry,30.4,3
Harrison,30.3,3
Henry,30.3,3
Hardin,30.2,3
Licking,30.2,3
Ottawa,30.2,3
Wyandot,30.2,3
Meigs,30.1,3
Montgomery,30.1,3
Pike,30.1,3
Wayne,30.1,3
Carroll,30,3
Fulton,30,3
Hancock,29.9,3
Morrow,29.9,3
Paulding,29.9,3
Sandusky,29.9,3
Fayette,29.8,3
Guernsey,29.8,3
Lake,29.8,3
Williams,29.8,3
Clermont,29.7,3
Erie,29.7,3
Gallia,29.7,3
Adams,29.6,3
Clinton,29.6,3
Wood,29.6,3
Muskingum,29.5,3
Belmont,29.4,3
Champaign,29.4,3
Madison,29.4,3
Marion,29.4,3
Miami,29.3,3
Shelby,29.3,3
Tuscarawas,29.3,3
Ashland,29.2,3
Highland,29.2,3
Mercer,29.2,3
Preble,29.2,3
Seneca,29.2,3
Greene,29,2
Richland,29,2
Darke,28.8,2
Portage,28.8,2
Holmes,28.6,2
Knox,28.6,2
Defiance,28.4,2
Cuyahoga,28.2,2
Medina,28.2,2
Mahoning,28.1,2
Summit,28,2
Trumbull,27.9,2
Warren,27.6,2
Geauga,27.3,2
Delaware,26.9,2
Hamilton,26.9,2
