County,2007,2007_degree
Lawrence,32.5,3
Scioto,32.4,3
Columbiana,31.7,3
Ross,31.6,3
Allen,31.1,3
Huron,31,3
Monroe,31,3
Jefferson,30.8,3
Clermont,30.7,3
Logan,30.7,3
Erie,30.6,3
Montgomery,30.5,3
Noble,30.5,3
Fairfield,30.4,3
Pickaway,30.4,3
Coshocton,30.3,3
Hocking,30.3,3
Jackson,30.3,3
Marion,30.3,3
Morgan,30.3,3
Stark,30.3,3
Butler,30.2,3
Franklin,30.2,3
Guernsey,30.2,3
Harrison,30.2,3
Carroll,30.1,3
Licking,30.1,3
Muskingum,30.1,3
Union,30.1,3
Vinton,30.1,3
Washington,30.1,3
Clark,30,3
Lucas,30,3
Wyandot,30,3
Auglaize,29.9,3
Henry,29.9,3
Putnam,29.9,3
Hancock,29.8,3
Morrow,29.8,3
Tuscarawas,29.8,3
Clinton,29.7,3
Meigs,29.7,3
Paulding,29.7,3
Sandusky,29.7,3
Hardin,29.6,3
Ashtabula,29.5,3
Belmont,29.5,3
Fulton,29.5,3
Van Wert,29.5,3
Athens,29.4,3
Wood,29.4,3
Adams,29.3,3
Brown,29.3,3
Fayette,29.3,3
Pike,29.3,3
Richland,29.3,3
Williams,29.3,3
Crawford,29.2,3
Mercer,29.2,3
Ottawa,29.2,3
Gallia,29.1,3
Wayne,29.1,3
Lorain,29,2
Highland,28.8,2
Perry,28.8,2
Ashland,28.7,2
Madison,28.7,2
Portage,28.7,2
Defiance,28.6,2
Greene,28.6,2
Knox,28.6,2
Preble,28.5,2
Seneca,28.5,2
Shelby,28.5,2
Champaign,28.4,2
Lake,28.4,2
Miami,28.4,2
Cuyahoga,28.3,2
Darke,28.2,2
Holmes,28.1,2
Mahoning,28.1,2
Medina,27.9,2
Trumbull,27.9,2
Summit,27.6,2
Geauga,27.2,2
Warren,27.2,2
Delaware,27.1,2
Hamilton,26.6,2
