County,2012,2012_degree
Lawrence,38.9,3
Brown,37.3,3
Morrow,36.9,3
Jackson,36.8,3
Van Wert,36.7,3
Champaign,36.6,3
Guernsey,36.4,3
Ross,36.3,3
Scioto,36.3,3
Monroe,36.1,3
Pickaway,35.9,3
Perry,35.5,3
Wyandot,35.2,3
Seneca,34.9,3
Clinton,34.8,3
Meigs,34.6,3
Tuscarawas,34.6,3
Carroll,34.5,3
Auglaize,34.4,3
Hardin,34.2,3
Knox,34.2,3
Williams,34.1,3
Hocking,34,3
Marion,33.9,3
Allen,33.8,3
Coshocton,33.7,3
Highland,33.7,3
Jefferson,33.6,3
Huron,33.5,3
Morgan,33.3,3
Putnam,33.3,3
Washington,33.2,3
Belmont,33.1,3
Richland,33,3
Trumbull,33,3
Noble,32.9,3
Fulton,32.8,3
Muskingum,32.5,3
Fayette,32.4,3
Lucas,32.4,3
Sandusky,32.4,3
Preble,32.3,3
Shelby,32.3,3
Columbiana,32.2,3
Union,32.2,3
Crawford,32.1,3
Defiance,31.5,3
Miami,31.5,3
Erie,31.4,3
Gallia,31.3,3
Vinton,31.3,3
Logan,31.2,3
Pike,31.2,3
Fairfield,31.1,3
Montgomery,31,3
Stark,30.8,3
Ashtabula,30.7,3
Mahoning,30.6,3
Ottawa,30.6,3
Wood,30.6,3
Darke,30.5,3
Clark,30.4,3
Hancock,30.2,3
Henry,30.2,3
Ashland,30.1,3
Butler,30.1,3
Lorain,29.9,3
Paulding,29.9,3
Harrison,29.4,3
Clermont,29.3,3
Licking,29.3,3
Franklin,29.2,3
Summit,29.2,3
Hamilton,28.9,2
Medina,28.9,2
Athens,28.8,2
Mercer,28.7,2
Cuyahoga,28.6,2
Madison,28.6,2
Warren,28.6,2
Greene,28.5,2
Portage,28.5,2
Adams,28.3,2
Holmes,28.2,2
Geauga,27.6,2
Wayne,27.3,2
Delaware,27.1,2
Lake,26.4,2
