state,2005,obese_2005_degree
Mississippi,29.5,3
Alabama,28.7,2
West Virginia,28.6,2
Louisiana,27.4,2
Kentucky,26.7,2
Tennessee,26.6,2
Arkansas,26.4,2
Indiana,26.2,2
South Carolina,26.2,2
Texas,25.8,1
Michigan,25.6,1
Georgia,25.5,1
Oklahoma,25.4,1
Missouri,25.2,1
Alaska,24.9,1
Ohio,24.9,1
North Carolina,24.7,1
North Dakota,24.6,1
Pennsylvania,24.5,1
Nebraska,24.4,1
Iowa,24.3,1
South Dakota,24,1
Illinois,23.9,1
Maryland,23.4,1
Virginia,23.3,1
Kansas,23.2,1
Minnesota,23.1,1
Wisconsin,22.9,0
Delaware,22.8,0
California,22.7,0
Idaho,22.4,0
Washington,22.4,0
Oregon,22.2,0
Maine,22,0
Florida,21.8,0
New Hampshire,21.7,0
New York,21.7,0
Wyoming,21.7,0
District of Columbia,21.5,0
New Jersey,21.4,0
New Mexico,21.2,0
Nevada,21,0
Arizona,20.8,0
Utah,20.8,0
Montana,19.9,0
Connecticut,19.6,0
Rhode Island,19.5,0
Vermont,19.5,0
Massachusetts,18.6,0
Hawaii,18.2,0
Colorado,16.9,0
