state,2013,obese_2013_degree
Mississippi,35.1,3
West Virginia,35.1,3
Arkansas,34.6,3
Tennessee,33.7,3
Kentucky,33.2,3
Louisiana,33.1,3
Oklahoma,32.5,3
Alabama,32.4,3
Indiana,31.8,3
South Carolina,31.7,3
Michigan,31.5,3
Iowa,31.3,3
Delaware,31.1,3
North Dakota,31,3
Texas,30.9,3
Missouri,30.4,3
Ohio,30.4,3
Georgia,30.3,3
Kansas,30,3
Pennsylvania,30,3
South Dakota,29.9,3
Wisconsin,29.8,3
Idaho,29.6,3
Nebraska,29.6,3
Illinois,29.4,3
North Carolina,29.4,3
Maine,28.9,2
Alaska,28.4,2
Maryland,28.3,2
Wyoming,27.8,3
Rhode Island,27.3,2
Virginia,27.2,2
Washington,27.2,2
Arizona,26.8,2
New Hampshire,26.7,2
Oregon,26.5,2
Florida,26.4,2
New Mexico,26.4,2
New Jersey,26.3,2
Nevada,26.2,2
Minnesota,25.5,1
New York,25.4,1
Connecticut,25,1
Vermont,24.7,1
Montana,24.6,1
California,24.1,1
Utah,24.1,1
Massachusetts,23.6,1
District of Columbia,22.9,0
Hawaii,21.8,0
Colorado,21.3,0
