County,2004,2004_degree
Clark,28.4,2
Lawrence,27.7,2
Lucas,27.7,2
Summit,27.7,2
Marion,27.3,2
Geauga,27.2,2
Mahoning,27,2
Montgomery,26.9,2
Highland,26.6,2
Jefferson,26.5,2
Butler,26.4,2
Cuyahoga,26.4,2
Hocking,26.4,2
Ross,26.4,2
Stark,26.4,2
Scioto,26.3,2
Allen,26.2,2
Fairfield,26.2,2
Tuscarawas,26.2,2
Van Wert,26.2,2
Darke,26.1,2
Licking,26.1,2
Noble,26.1,2
Champaign,26,1
Gallia,26,1
Seneca,26,1
Trumbull,26,1
Brown,25.9,1
Greene,25.9,1
Pickaway,25.9,1
Union,25.9,1
Coshocton,25.8,1
Erie,25.8,1
Williams,25.8,1
Wyandot,25.8,1
Fayette,25.7,1
Paulding,25.7,1
Perry,25.6,1
Hancock,25.5,1
Adams,25.4,1
Defiance,25.4,1
Hamilton,25.4,1
Carroll,25.3,1
Miami,25.3,1
Sandusky,25.3,1
Vinton,25.3,1
Morgan,25.2,1
Muskingum,25.2,1
Columbiana,25.1,1
Harrison,25.1,1
Huron,25.1,1
Madison,25.1,1
Medina,25.1,1
Meigs,25.1,1
Morrow,25.1,1
Warren,25.1,1
Auglaize,25,1
Crawford,25,1
Guernsey,25,1
Monroe,25,1
Henry,24.9,1
Jackson,24.9,1
Lorain,24.9,1
Mercer,24.9,1
Richland,24.9,1
Washington,24.9,1
Ashland,24.8,1
Athens,24.8,1
Fulton,24.8,1
Logan,24.8,1
Wayne,24.8,1
Ashtabula,24.7,1
Belmont,24.7,1
Franklin,24.7,1
Hardin,24.7,1
Portage,24.7,1
Clermont,24.6,1
Knox,24.6,1
Pike,24.6,1
Preble,24.6,1
Shelby,24.6,1
Wood,24.6,1
Clinton,24.5,1
Holmes,24.5,1
Ottawa,24.4,1
Delaware,24,1
Putnam,23.8,1
Lake,22.7,0
